event_id,timestamp,username,ip_address,user_agent,is_malicious,content,attack_type,risk_score,port,protocol,country,city,os,auth_status,auth_method,known_bad_actor,threat_feed_matches,payload_size,payload_hash,action_taken,mitre_technique
bd0b77f2-bec9-4456-b97d-44aaabd17d7a,2024-10-14 13:36:34.228814,fmeyers,172.156.205.14,Mozilla/5.0 (Windows NT 5.2; bem-ZM; rv:1.9.1.20) Gecko/7677-03-20 09:38:33 Firefox/3.6.7,False,Just updated our cybersecurity protocols! #InfoSec,Normal,2,80,HTTPS,Madagascar,Thomasfurt,Windows 10,Failed,2FA,False,0,952,205306a368feb33c6de9ad83da5f58ef,Blocked,None
7961c8e2-dea6-4744-9a6e-178aa7fb38a8,2024-10-04 16:48:34.228814,owensdrew,8.63.126.203,Opera/9.74.(Windows 98; pt-BR) Presto/2.9.174 Version/11.00,False,Just updated our cybersecurity protocols! #InfoSec,Normal,27,80,HTTPS,Uruguay,North Daniel,Windows 10,Blocked,API Key,False,0,9172,eaa95bfae39ce5ce795df57083004a33,Blocked,None
dff0f3f8-da3c-41d9-b77d-027434a9483b,2024-10-26 15:47:34.228814,timothy26,100.41.57.38,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.10.1 (KHTML, like Gecko) Version/4.0.3 Safari/531.10.1",True,Your system has been compromised. Call +1-555-0123,MalwareDistribution,93,445,HTTPS,Hong Kong,North Nicholas,Android 12,Success,SSO,True,2,2352,727c28d377e0a5301e233aefd9e08dc9,Blocked,T1566
a2f22ae7-c328-4fda-96c6-894ade3dcf97,2024-10-23 11:23:34.228814,cboyer,200.129.156.150,Mozilla/5.0 (Android 3.0; Mobile; rv:67.0) Gecko/67.0 Firefox/67.0,False,Implementing new firewall rules today,Normal,1,443,HTTPS,Peru,East Johnton,Ubuntu 20.04,Failed,API Key,False,0,7457,1955ef015ac6db12787e0db96fb79a64,Flagged,None
2ac0f516-ac12-4892-9fb0-72b4fab2e2a9,2024-10-05 19:17:34.228814,owalters,33.244.76.101,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ru-UA) AppleWebKit/534.43.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6534.43.4",True,<script>alert('Your system is infected')</script>,XSS,97,445,HTTP,Nicaragua,Kimberlystad,Windows 10,Blocked,Password,False,1,2043,103422d6dbb4fa48ec5dafe61fbd0048,Allowed,T1027
7c1fbcad-628a-4c96-999f-97e18eef1f1a,2024-10-09 16:34:34.228814,johnsonnicole,187.125.222.208,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.0),True,Free Bitcoin! Transfer 0.1 BTC to wallet: 1A1zP1...,DataExfiltration,94,3389,RDP,United States Virgin Islands,Lake Jonathan,macOS 12,Failed,SSO,False,0,6639,2d1282ec1fc056c410daf23514753155,Flagged,T1110
0adcf083-3741-4642-b1d0-f22d3712145e,2024-10-15 10:00:34.228814,royjimenez,167.1.242.112,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/27.0.885.0 Safari/532.2",False,Implementing new firewall rules today,Normal,25,443,RDP,Lebanon,Nguyentown,Android 12,Blocked,SSO,True,0,6410,067e09eb3bd9649d132a894be0611a01,Monitored,None
45a04e18-3015-490c-bde7-1213b2136480,2024-10-09 15:56:34.228814,hmiller,72.23.244.175,Opera/9.36.(X11; Linux x86_64; sid-ET) Presto/2.9.188 Version/12.00,False,New blog post about secure coding practices,Normal,18,3389,RDP,South Africa,East Yvette,Android 12,Failed,API Key,True,0,1548,b4c93b770e2ce49546c7495b77eb48e5,Flagged,None
752247c7-e8c8-466a-955f-5cdd0e7afed3,2024-10-27 10:01:34.228814,fryecarrie,219.224.58.46,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.1),False,Attending the cybersecurity conference next week,Normal,30,22,HTTP,South Africa,North Davidchester,macOS 12,Success,API Key,True,0,6626,09e4e6b7c34ae7a4fbed9965701a400f,Allowed,None
c344f8f7-d1f6-47e5-bff0-10d2665b0346,2024-10-13 05:20:34.228814,amy26,93.77.62.117,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_8; rv:1.9.4.20) Gecko/5405-10-10 01:35:50 Firefox/3.8,False,Attending the cybersecurity conference next week,Normal,17,3389,SMB,Cote d'Ivoire,Matthewsburgh,iOS 15,Success,SSO,False,0,7032,439f71364f59b69d11452f8911a7310f,Monitored,None
4e1cbc11-e100-4987-bf4b-eb1cfa430a01,2024-10-26 01:58:34.228814,jenniferchaney,188.161.254.253,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_6 rv:6.0; yue-HK) AppleWebKit/531.46.3 (KHTML, like Gecko) Version/5.1 Safari/531.46.3",False,Remember to use strong passwords and 2FA everyone!,Normal,5,80,SSH,Pakistan,Cynthiaport,Windows 10,Success,API Key,False,0,9646,3001f00cb9cf08cc1b6f79f48405db49,Flagged,None
0454e316-fd77-42b5-ae03-97b8d61e94d8,2024-10-06 00:46:34.228814,kwilson,103.177.234.86,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4; rv:1.9.4.20) Gecko/6951-10-26 22:04:38 Firefox/3.6.17,False,Important: Keep your systems updated,Normal,19,80,SMB,Bouvet Island (Bouvetoya),Lake Shawn,iOS 15,Failed,SSO,True,0,4362,0a3e332d8aed2e531b09c1e594e16365,Monitored,None
bf1dc0d6-2080-45e5-9abe-815d6de92b27,2024-11-04 05:14:34.228814,hmcdonald,106.41.168.57,Opera/9.29.(X11; Linux i686; nhn-MX) Presto/2.9.172 Version/12.00,True,SELECT * FROM users WHERE username='admin'--,DataExfiltration,76,445,HTTP,Palestinian Territory,North Oliviafurt,macOS 12,Blocked,SSO,True,1,4648,5d90748b5669a4b07de5f20b97bef53a,Flagged,T1204
